name,rating,genre,year,score,budget,gross,runtime
3 Ninjas: High Noon at Mega Mountain,PG,Action,1998,3.0,,375805.0,93.0
Lovers of the Arctic Circle,R,Drama,1998,7.7,,357549.0,112.0
One True Thing,R,Drama,1998,7.0,30000000.0,26616840.0,127.0
Firestorm,R,Action,1998,4.8,19000000.0,8165212.0,89.0
Slums of Beverly Hills,R,Comedy,1998,6.6,5000000.0,5502773.0,91.0
Palmetto,R,Crime,1998,6.1,,5878911.0,114.0
Strangeland,R,Horror,1998,5.1,1100000.0,713239.0,85.0
Le Dîner de Cons,PG-13,Comedy,1998,7.7,,4071548.0,80.0
Paulie,PG,Adventure,1998,6.5,23000000.0,26875268.0,91.0
After Life,Not Rated,Drama,1998,7.6,,801985.0,119.0
Barney's Great Adventure,G,Adventure,1998,3.2,15000000.0,12218638.0,76.0
Permanent Midnight,R,Biography,1998,6.2,,1171001.0,88.0
Meet the Deedles,PG,Comedy,1998,4.1,24000000.0,4356216.0,93.0
The Gingerbread Man,R,Crime,1998,5.7,25000000.0,1677131.0,114.0
Savior,R,Drama,1998,7.3,10000000.0,14328.0,103.0
Little Voice,R,Comedy,1998,7.0,,4611784.0,97.0
The Odd Couple II,PG-13,Adventure,1998,6.5,,18912328.0,97.0
Spriggan,R,Animation,1998,6.6,,25824.0,90.0
Besieged,R,Drama,1998,6.9,,2048740.0,93.0
Clay Pigeons,R,Comedy,1998,6.6,8000000.0,1794086.0,104.0
Knock Off,R,Action,1998,4.9,30000000.0,10319915.0,91.0
I'll Be Home for Christmas,PG,Comedy,1998,5.5,30000000.0,12214338.0,86.0
Edge of Seventeen,Not Rated,Comedy,1998,6.8,700000.0,871759.0,99.0
My Giant,PG,Comedy,1998,5.0,,8072007.0,103.0
Ringmaster,R,Comedy,1998,3.2,20000000.0,9257103.0,90.0
The General,R,Biography,1998,7.3,,1214198.0,124.0
The Acid House,Unrated,Comedy,1998,6.3,,,111.0
Another Day in Paradise,R,Crime,1998,6.5,4500000.0,1036818.0,101.0
Kissing a Fool,R,Comedy,1998,5.6,,4106588.0,93.0
"A Cool, Dry Place",PG-13,Drama,1998,6.2,,4390.0,97.0
Sour Grapes,R,Comedy,1998,5.8,,123104.0,91.0
Still Crazy,R,Comedy,1998,7.0,,524864.0,95.0
The Land Girls,R,Drama,1998,6.3,,238497.0,111.0
Place Vendôme,R,Crime,1998,6.3,,895788.0,117.0
Little Men,PG,Drama,1998,6.3,,104255.0,98.0
Holy Man,PG,Comedy,1998,4.9,60000000.0,12069719.0,114.0
Your Friends and Neighbors,R,Comedy,1998,6.3,5000000.0,4714658.0,100.0
Zero Effect,R,Comedy,1998,6.9,5000000.0,2087471.0,116.0
Krippendorf's Tribe,PG-13,Comedy,1998,5.0,,7571115.0,94.0
Hell's Kitchen,R,Crime,1998,4.7,6000000.0,11710.0,95.0
Homegrown,R,Comedy,1998,5.8,,77910.0,102.0
Hurlyburly,R,Comedy,1998,5.9,15000000.0,1808004.0,122.0
Home Fries,PG-13,Comedy,1998,5.1,35000000.0,10493366.0,91.0
Sweet Jane,Not Rated,Drama,1998,7.0,,,83.0
The Matrix,R,Action,1999,8.7,63000000.0,466364845.0,136.0
Fight Club,R,Drama,1999,8.8,63000000.0,101209702.0,139.0
The Talented Mr. Ripley,R,Crime,1999,7.4,40000000.0,128799509.0,139.0
Eyes Wide Shut,,Drama,1999,7.4,65000000.0,162242684.0,159.0
The Mummy,PG-13,Action,1999,7.0,80000000.0,415933406.0,124.0
American Pie,R,Comedy,1999,7.0,11000000.0,235483004.0,95.0
The Green Mile,R,Crime,1999,8.6,60000000.0,286801374.0,189.0
American Beauty,R,Drama,1999,8.3,15000000.0,356296601.0,122.0
Star Wars: Episode I - The Phantom Menace,PG,Action,1999,6.5,115000000.0,1027082707.0,136.0
10 Things I Hate About You,PG-13,Comedy,1999,7.3,30000000.0,53478579.0,97.0
The Sixth Sense,PG-13,Drama,1999,8.1,40000000.0,672806292.0,107.0
Austin Powers: the Spy Who Shagged Me,PG-13,Action,1999,6.6,33000000.0,312016928.0,95.0
Office Space,R,Comedy,1999,7.7,10000000.0,10828256.0,89.0
Galaxy Quest,PG,Adventure,1999,7.3,45000000.0,90683916.0,102.0
Notting Hill,PG-13,Comedy,1999,7.1,42000000.0,363889678.0,124.0
Cruel Intentions,R,Drama,1999,6.8,10500000.0,76347426.0,97.0
The Blair Witch Project,R,Horror,1999,6.5,60000.0,248639099.0,81.0
The Virgin Suicides,R,Drama,1999,7.2,9000000.0,10410044.0,97.0
Magnolia,R,Drama,1999,8.0,37000000.0,48451803.0,188.0
"Girl, Interrupted",R,Biography,1999,7.3,40000000.0,48350205.0,127.0
Stuart Little,PG,Adventure,1999,5.9,133000000.0,300135367.0,84.0
Deep Blue Sea,R,Action,1999,5.9,60000000.0,164648142.0,105.0
The Boondock Saints,R,Action,1999,7.8,6000000.0,30471.0,108.0
Varsity Blues,R,Comedy,1999,6.5,16000000.0,54294169.0,106.0
She's All That,PG-13,Comedy,1999,5.9,10000000.0,103166989.0,95.0
Sleepy Hollow,R,Fantasy,1999,7.3,100000000.0,206071502.0,105.0
Lake Placid,R,Action,1999,5.7,35000000.0,56870414.0,82.0
Toy Story 2,G,Animation,1999,7.9,90000000.0,497375381.0,92.0
Dogma,R,Adventure,1999,7.3,10000000.0,31429330.0,130.0
Tarzan,G,Animation,1999,7.3,130000000.0,448191819.0,88.0
Election,R,Comedy,1999,7.2,25000000.0,14902041.0,103.0
Being John Malkovich,R,Comedy,1999,7.7,13000000.0,23106667.0,113.0
The Iron Giant,PG,Animation,1999,8.0,70000000.0,23180087.0,86.0
The World Is Not Enough,PG-13,Action,1999,6.4,135000000.0,361832400.0,128.0
Romance,Unrated,Drama,1999,5.3,,1585642.0,84.0
Mystery Men,PG-13,Action,1999,6.1,68000000.0,33461011.0,121.0
Wild Wild West,PG-13,Action,1999,4.9,170000000.0,222104681.0,106.0
Big Daddy,PG-13,Comedy,1999,6.4,34200000.0,234801895.0,93.0
The Ninth Gate,R,Mystery,1999,6.7,38000000.0,58401898.0,133.0
Double Jeopardy,R,Crime,1999,6.5,70000000.0,177841558.0,105.0
The Insider,R,Biography,1999,7.8,90000000.0,60289912.0,157.0
Deuce Bigalow: Male Gigolo,R,Comedy,1999,5.7,17000000.0,92938755.0,88.0
The 13th Warrior,R,Action,1999,6.6,160000000.0,61698899.0,102.0
Life,R,Comedy,1999,6.8,80000000.0,73475268.0,108.0
End of Days,R,Action,1999,5.8,100000000.0,211989043.0,122.0
The Thomas Crown Affair,R,Crime,1999,6.9,48000000.0,124305181.0,113.0
Drop Dead Gorgeous,PG-13,Comedy,1999,6.6,15000000.0,10571408.0,97.0
Boys Don't Cry,R,Biography,1999,7.5,2000000.0,11540607.0,118.0
8MM,R,Crime,1999,6.5,40000000.0,96618699.0,123.0
House on Haunted Hill,R,Crime,1999,5.6,37000000.0,42593455.0,93.0
But I'm a Cheerleader,R,Comedy,1999,6.7,1200000.0,2595216.0,85.0
Never Been Kissed,PG-13,Comedy,1999,6.1,25000000.0,84565230.0,107.0
Jawbreaker,R,Comedy,1999,5.6,3500000.0,3117085.0,87.0
The Bone Collector,R,Crime,1999,6.7,73000000.0,151493655.0,118.0
Any Given Sunday,R,Drama,1999,6.9,55000000.0,100230832.0,162.0
A Walk on the Moon,R,Drama,1999,6.6,14000000.0,4750660.0,107.0
Summer of Sam,R,Crime,1999,6.7,22000000.0,19288130.0,142.0
The Cider House Rules,PG-13,Drama,1999,7.4,24000000.0,88545092.0,126.0
October Sky,PG,Biography,1999,7.8,25000000.0,34698753.0,108.0
The Haunting,PG-13,Fantasy,1999,5.0,80000000.0,177311151.0,113.0
eXistenZ,R,Horror,1999,6.8,15000000.0,2856712.0,97.0
For Love of the Game,PG-13,Drama,1999,6.6,80000000.0,46112640.0,137.0
Bringing Out the Dead,R,Drama,1999,6.8,55000000.0,16797191.0,121.0
Three Kings,R,Action,1999,7.1,75000000.0,107752036.0,114.0
Go,R,Comedy,1999,7.2,20000000.0,28451622.0,102.0
Payback,R,Action,1999,7.1,90000000.0,161626121.0,100.0
"South Park: Bigger, Longer & Uncut",R,Animation,1999,7.7,21000000.0,83137603.0,81.0
The Straight Story,G,Biography,1999,8.0,10000000.0,6416569.0,112.0
Idle Hands,R,Comedy,1999,6.2,25000000.0,4152230.0,92.0
Bowfinger,PG-13,Comedy,1999,6.4,55000000.0,98625775.0,97.0
Detroit Rock City,R,Comedy,1999,6.9,34000000.0,4217115.0,95.0
The General's Daughter,R,Crime,1999,6.4,95000000.0,149705852.0,116.0
The Messenger: The Story of Joan of Arc,R,Adventure,1999,6.4,85000000.0,66976317.0,148.0
Man on the Moon,R,Biography,1999,7.4,82000000.0,47434430.0,118.0
Ratcatcher,Not Rated,Drama,1999,7.5,30000.0,217244.0,94.0
Ravenous,R,Adventure,1999,7.0,12000000.0,2062405.0,101.0
Entrapment,PG-13,Action,1999,6.3,66000000.0,212404396.0,113.0
Mansfield Park,PG-13,Comedy,1999,7.1,,4775847.0,112.0
Stir of Echoes,R,Horror,1999,7.0,12000000.0,21142914.0,99.0
Pola X,Not Rated,Drama,1999,5.8,,,134.0
Ghost Dog: The Way of the Samurai,R,Action,1999,7.5,,9380473.0,116.0
Teaching Mrs. Tingle,PG-13,Comedy,1999,5.3,13000000.0,8951935.0,96.0
Bicentennial Man,PG,Comedy,1999,6.9,100000000.0,87423861.0,132.0
Runaway Bride,PG,Comedy,1999,5.6,70000000.0,309460292.0,116.0
The Thirteenth Floor,R,Mystery,1999,7.1,16000000.0,18564088.0,100.0
Inspector Gadget,PG,Action,1999,4.2,90000000.0,134403112.0,78.0
Arlington Road,R,Action,1999,7.2,31000000.0,41067311.0,117.0
The Hurricane,R,Biography,1999,7.6,50000000.0,73956241.0,146.0
All About My Mother,R,Drama,1999,7.9,,67952969.0,101.0
Drive Me Crazy,PG-13,Comedy,1999,5.8,8500000.0,22593409.0,91.0
Blue Streak,PG-13,Action,1999,6.3,65000000.0,117758500.0,93.0
The Limey,R,Crime,1999,7.0,10000000.0,3325736.0,89.0
Message in a Bottle,PG-13,Drama,1999,6.2,80000000.0,118880016.0,126.0
Stigmata,R,Horror,1999,6.2,29000000.0,89446268.0,103.0
A Midsummer Night's Dream,PG-13,Comedy,1999,6.4,11000000.0,16071990.0,116.0
The Other Sister,PG-13,Comedy,1999,6.5,35000000.0,27807627.0,129.0
Analyze This,R,Comedy,1999,6.7,80000000.0,176885658.0,103.0
Human Traffic,R,Comedy,1999,7.1,,104257.0,99.0
Brokedown Palace,PG-13,Drama,1999,6.5,25000000.0,10115013.0,100.0
Holy Smoke,,Comedy,1999,5.9,,1765545.0,115.0
Virus,R,Action,1999,5.0,75000000.0,30657854.0,99.0
Superstar,PG-13,Comedy,1999,5.1,34000000.0,30636478.0,81.0
The Best Man,R,Comedy,1999,6.8,9000000.0,34573780.0,120.0
Dick,PG-13,Comedy,1999,6.2,13000000.0,6262878.0,94.0
The War Zone,R,Drama,1999,7.3,,254441.0,98.0
True Crime,R,Crime,1999,6.6,55000000.0,16649768.0,127.0
Titus,R,Drama,1999,7.1,,2259680.0,162.0
Forces of Nature,PG-13,Comedy,1999,5.4,75000000.0,93900680.0,105.0
Better Than Chocolate,R,Comedy,1999,6.1,,2015406.0,101.0
Body Shots,R,Drama,1999,4.9,,752122.0,106.0
Angela's Ashes,R,Biography,1999,7.3,50000000.0,13042112.0,145.0
Universal Soldier: the Return,R,Action,1999,4.2,45000000.0,10667893.0,83.0
Anna and the King,PG-13,Drama,1999,6.7,92000000.0,113996937.0,148.0
Humanity,Not Rated,Drama,1999,6.9,,,141.0
The End of the Affair,R,Drama,1999,7.1,23000000.0,10827816.0,102.0
"Mystery, Alaska",R,Comedy,1999,6.7,28000000.0,8891623.0,119.0
Baby Geniuses,PG,Comedy,1999,2.7,12000000.0,36450736.0,97.0
My Favorite Martian,PG,Comedy,1999,5.1,65000000.0,36850101.0,94.0
Beau travail,Unrated,Drama,1999,7.4,,,92.0
Anywhere But Here,PG-13,Comedy,1999,6.2,23000000.0,23631929.0,114.0
Ride with the Devil,R,Drama,1999,6.7,38000000.0,635096.0,138.0
200 Cigarettes,R,Comedy,1999,6.0,6000000.0,6852450.0,101.0
Edtv,PG-13,Comedy,1999,6.1,80000000.0,35242897.0,122.0
Sunshine,R,Drama,1999,7.5,,7918035.0,181.0
Random Hearts,R,Drama,1999,5.2,64000000.0,74608570.0,133.0
Mickey Blue Eyes,PG-13,Comedy,1999,5.9,75000000.0,54264342.0,102.0
Asterix and Obelix vs. Caesar,Not Rated,Adventure,1999,6.0,,1632567.0,109.0
Fantasia 2000,G,Animation,1999,7.2,80000000.0,90874570.0,75.0
The Rage: Carrie 2,R,Horror,1999,4.7,21000000.0,17762705.0,104.0
The Astronaut's Wife,R,Drama,1999,5.4,75000000.0,19598588.0,109.0
Muppets from Space,G,Adventure,1999,6.3,24000000.0,22323612.0,87.0
The Wind Will Carry Us,Not Rated,Drama,1999,7.5,,259510.0,118.0
Eye of the Beholder,R,Drama,1999,5.0,35000000.0,17589705.0,109.0
The Wood,R,Comedy,1999,7.0,6000000.0,25059640.0,106.0
Flawless,R,Comedy,1999,6.5,15000000.0,4488529.0,112.0
Love Stinks,R,Comedy,1999,5.8,4000000.0,2924635.0,94.0
Pushing Tin,R,Comedy,1999,6.0,33000000.0,8408835.0,124.0
The Adventures of Elmo in Grouchland,G,Adventure,1999,5.8,26000000.0,11683047.0,73.0
In Dreams,R,Drama,1999,5.5,30000000.0,12017369.0,100.0
Topsy-Turvy,R,Biography,1999,7.4,,6208548.0,160.0
Instinct,R,Drama,1999,6.6,80000000.0,34105207.0,126.0
Dudley Do-Right,PG,Comedy,1999,3.9,70000000.0,9974410.0,77.0
The Deep End of the Ocean,PG-13,Drama,1999,6.4,38000000.0,28121100.0,106.0
Outside Providence,R,Comedy,1999,6.4,7000000.0,7302522.0,96.0
Kikujiro,PG-13,Drama,1999,7.8,,461259.0,122.0
Simply Irresistible,PG-13,Comedy,1999,5.3,6000000.0,4398989.0,96.0
Godzilla 2000: Millennium,PG,Action,1999,6.1,13000000.0,12924063.0,99.0
The Story of Us,R,Comedy,1999,6.0,50000000.0,58900031.0,95.0
East Is East,R,Comedy,1999,6.9,,4177818.0,96.0
Pokémon the Movie 2000,G,Animation,1999,6.1,30000000.0,133949270.0,99.0
Sweet and Lowdown,PG-13,Comedy,1999,7.2,29750000.0,4525794.0,95.0
Bats,PG-13,Horror,1999,3.9,5250000.0,10155690.0,91.0
At First Sight,PG-13,Drama,1999,6.0,60000000.0,22365133.0,128.0
An Ideal Husband,PG-13,Comedy,1999,6.8,14000000.0,18542974.0,97.0
Coming Soon,R,Comedy,1999,4.4,,5453.0,96.0
Tea with Mussolini,PG,Comedy,1999,6.9,12000000.0,14401563.0,117.0
Gloria,R,Crime,1999,5.2,30000000.0,4197729.0,108.0
Cookie's Fortune,PG-13,Comedy,1999,6.9,10000000.0,10920544.0,118.0
Julien Donkey-Boy,R,Comedy,1999,6.8,,92442.0,94.0
Three to Tango,PG-13,Comedy,1999,6.1,20000000.0,10570375.0,98.0
Onegin,R,Drama,1999,6.8,14000000.0,206128.0,106.0
Jin-Roh: The Wolf Brigade,R,Animation,1999,7.4,,94591.0,102.0
Mumford,R,Comedy,1999,6.8,28000000.0,4555459.0,112.0
Wing Commander,PG-13,Action,1999,4.3,30000000.0,11578059.0,100.0
The Corruptor,R,Action,1999,6.1,25000000.0,24493601.0,110.0
Snow Falling on Cedars,PG-13,Drama,1999,6.8,35000000.0,23049593.0,127.0
Music of the Heart,PG,Drama,1999,6.8,27000000.0,14936407.0,124.0
The Love Letter,PG-13,Comedy,1999,5.5,20000000.0,9177355.0,88.0
The Bachelor,PG-13,Comedy,1999,5.1,51000000.0,36911617.0,101.0
In Too Deep,R,Crime,1999,6.3,7000000.0,14011454.0,95.0
Black & White,R,Crime,1999,4.9,12000000.0,5541431.0,98.0
Crazy in Alabama,PG-13,Comedy,1999,6.2,15000000.0,2005840.0,111.0
Lost & Found,PG-13,Comedy,1999,5.1,30000000.0,6552255.0,100.0
The Piano Player,Not Rated,Romance,1999,7.8,,646532.0,112.0
The Mod Squad,R,Action,1999,4.3,50000000.0,13263993.0,92.0
Best Laid Plans,R,Crime,1999,6.1,7000000.0,27816.0,92.0
Play It to the Bone,R,Comedy,1999,5.5,24000000.0,8678812.0,124.0
Jakob the Liar,PG-13,Drama,1999,6.5,45000000.0,4956401.0,120.0
Cradle Will Rock,R,Drama,1999,6.8,36000000.0,2986932.0,132.0
Plunkett & Macleane,R,Action,1999,6.4,,474900.0,99.0
Breakfast of Champions,R,Comedy,1999,4.6,12000000.0,178278.0,110.0
The Winslow Boy,G,Drama,1999,7.3,,3957934.0,104.0
Liberty Heights,R,Comedy,1999,7.0,,3736868.0,127.0
The Color of Paradise,PG,Drama,1999,8.2,,2777552.0,90.0
Rosetta,R,Drama,1999,7.5,,293092.0,95.0
Trick,R,Comedy,1999,7.2,450000.0,2087228.0,89.0
A Room for Romeo Brass,R,Comedy,1999,7.6,,19478.0,90.0
An Affair of Love,R,Drama,1999,7.1,,401299.0,80.0
The Loss of Sexual Innocence,R,Drama,1999,5.4,4000000.0,164022.0,106.0
Aimee & Jaguar,Not Rated,Biography,1999,7.2,,927107.0,125.0
The Out-of-Towners,PG-13,Comedy,1999,5.5,75000000.0,28544120.0,90.0
A Map of the World,R,Drama,1999,6.6,,570708.0,125.0
The Minus Man,R,Crime,1999,6.1,,370668.0,111.0
Terror Firmer,R,Comedy,1999,6.2,500000.0,,124.0
8 ½ Women,R,Comedy,1999,5.8,,437568.0,118.0
The King and I,G,Animation,1999,4.5,25000000.0,11993021.0,87.0
Jesus' Son,R,Drama,1999,6.9,2500000.0,1302067.0,107.0
"Happy, Texas",PG-13,Comedy,1999,6.3,2500000.0,1955933.0,98.0
La fille sur le pont,R,Comedy,1999,7.5,,,90.0
Joe the King,R,Crime,1999,6.7,,60279.0,93.0
Almost Famous,R,Adventure,2000,7.9,60000000.0,47386287.0,122.0
American Psycho,R,Comedy,2000,7.6,7000000.0,34266564.0,101.0
Gladiator,R,Action,2000,8.5,103000000.0,465380802.0,155.0
Snatch,R,Comedy,2000,8.3,,83557872.0,102.0
Requiem for a Dream,Unrated,Drama,2000,8.3,4500000.0,7390108.0,102.0
Memento,R,Mystery,2000,8.4,9000000.0,40047078.0,113.0
Malena,R,Comedy,2000,7.5,,14493284.0,108.0
Cast Away,PG-13,Adventure,2000,7.8,90000000.0,429632142.0,143.0
Scary Movie,R,Comedy,2000,6.2,19000000.0,278019771.0,88.0
The Perfect Storm,PG-13,Action,2000,6.4,140000000.0,328718434.0,130.0
Coyote Ugly,PG-13,Comedy,2000,5.7,45000000.0,113916474.0,100.0
X-Men,PG-13,Action,2000,7.4,75000000.0,296339528.0,104.0
Space Cowboys,PG-13,Action,2000,6.4,65000000.0,128884132.0,130.0
The Patriot,R,Action,2000,7.2,110000000.0,215294342.0,165.0
Erin Brockovich,R,Biography,2000,7.4,52000000.0,256271286.0,131.0
Unbreakable,PG-13,Drama,2000,7.3,75000000.0,248118121.0,106.0
Charlie's Angels,PG-13,Action,2000,5.6,93000000.0,264105545.0,98.0
Road Trip,R,Comedy,2000,6.4,16000000.0,119754278.0,93.0
The Beach,R,Adventure,2000,6.7,50000000.0,144056873.0,119.0
Bring It on,PG-13,Comedy,2000,6.0,11000000.0,90449929.0,98.0
Remember the Titans,PG,Biography,2000,7.8,30000000.0,136771683.0,113.0
Mission: Impossible II,PG-13,Action,2000,6.1,125000000.0,546388108.0,123.0
"O Brother, Where Art Thou?",PG-13,Adventure,2000,7.7,26000000.0,71870729.0,107.0
The 6th Day,PG-13,Action,2000,5.9,82000000.0,96085477.0,123.0
Chicken Run,G,Animation,2000,7.0,45000000.0,224834564.0,84.0
The Cell,R,Crime,2000,6.4,33000000.0,104155843.0,107.0
Final Destination,R,Horror,2000,6.7,23000000.0,112880294.0,98.0
Traffic,R,Crime,2000,7.6,48000000.0,207515725.0,147.0
Sexy Beast,R,Crime,2000,7.3,,10045677.0,89.0
In the Mood for Love,PG,Drama,2000,8.1,,14244250.0,98.0
What Lies Beneath,PG-13,Drama,2000,6.6,100000000.0,291420351.0,130.0
The Emperor's New Groove,G,Animation,2000,7.4,100000000.0,169661687.0,78.0
"Crouching Tiger, Hidden Dragon",PG-13,Action,2000,7.8,17000000.0,213525736.0,120.0
Gone in 60 Seconds,PG-13,Action,2000,6.5,90000000.0,237202299.0,118.0
"Dude, Where's My Car?",PG-13,Comedy,2000,5.5,13000000.0,73180723.0,83.0
Meet the Parents,PG-13,Comedy,2000,7.0,55000000.0,330444045.0,108.0
Pitch Black,R,Action,2000,7.1,23000000.0,53187659.0,109.0
Hollow Man,R,Action,2000,5.8,95000000.0,190213455.0,112.0
Ginger Snaps,Not Rated,Drama,2000,6.8,5000000.0,2554.0,108.0
Miss Congeniality,PG-13,Action,2000,6.3,45000000.0,212742720.0,109.0
High Fidelity,R,Comedy,2000,7.5,30000000.0,47126295.0,113.0
Battlefield Earth,PG-13,Action,2000,2.5,73000000.0,29725663.0,118.0
Scream 3,R,Horror,2000,5.6,40000000.0,161834276.0,116.0
Best in Show,PG-13,Comedy,2000,7.5,10000000.0,20789556.0,90.0
The Whole Nine Yards,R,Comedy,2000,6.7,41300000.0,106371651.0,98.0
Chocolat,PG-13,Drama,2000,7.2,25000000.0,152699976.0,121.0
Billy Elliot,R,Drama,2000,7.7,5000000.0,109283018.0,110.0
Amores Perros,R,Drama,2000,8.1,2000000.0,20908467.0,154.0
"Me, Myself & Irene",R,Comedy,2000,6.6,51000000.0,149270999.0,116.0
U-571,PG-13,Action,2000,6.6,62000000.0,127666415.0,116.0
Bedazzled,PG-13,Comedy,2000,6.0,48000000.0,90383208.0,93.0
The Road to El Dorado,PG,Animation,2000,6.9,95000000.0,76432727.0,89.0
Scarlet Diva,R,Drama,2000,5.0,,18062.0,90.0
Dinosaur,PG,Animation,2000,6.5,127500000.0,349822765.0,82.0
How the Grinch Stole Christmas,PG,Comedy,2000,6.2,123000000.0,363597184.0,104.0
Dancer in the Dark,R,Crime,2000,8.0,12800000.0,40059672.0,140.0
What Women Want,PG-13,Comedy,2000,6.4,70000000.0,374111707.0,127.0
The Gift,R,Drama,2000,6.7,10000000.0,44567606.0,111.0
The Family Man,PG-13,Comedy,2000,6.8,60000000.0,124745083.0,125.0
Mission to Mars,PG,Adventure,2000,5.7,100000000.0,110983407.0,114.0
The Replacements,PG-13,Comedy,2000,6.6,50000000.0,50054511.0,118.0
Next Friday,R,Comedy,2000,6.2,11000000.0,59827328.0,98.0
Under Suspicion,R,Crime,2000,6.5,25000000.0,1308242.0,110.0
Little Nicky,PG-13,Comedy,2000,5.3,85000000.0,58292295.0,90.0
Boiler Room,R,Crime,2000,7.0,7000000.0,28780255.0,120.0
Where the Heart Is,PG-13,Comedy,2000,6.7,15000000.0,40863718.0,120.0
Frequency,PG-13,Crime,2000,7.3,31000000.0,68106245.0,118.0
Men of Honor,R,Biography,2000,7.2,32000000.0,82343495.0,129.0
28 Days,PG-13,Comedy,2000,6.1,43000000.0,62198945.0,103.0
Love & Basketball,PG-13,Drama,2000,7.2,20000000.0,27728118.0,124.0
Shanghai Noon,PG-13,Action,2000,6.6,55000000.0,99274467.0,110.0
The Little Vampire,PG,Adventure,2000,5.8,35000000.0,27965865.0,95.0
Quills,R,Biography,2000,7.3,13500000.0,17989227.0,124.0
Pay It Forward,PG-13,Drama,2000,7.2,40000000.0,55707411.0,123.0
Vertical Limit,PG-13,Action,2000,5.9,75000000.0,215663859.0,124.0
The Flintstones in Viva Rock Vegas,PG,Comedy,2000,3.7,83000000.0,59468275.0,90.0
Baise-moi,Not Rated,Crime,2000,4.5,,940944.0,77.0
Reindeer Games,R,Action,2000,5.8,42000000.0,32168970.0,104.0
Dracula 2000,R,Action,2000,4.9,54000000.0,47053625.0,99.0
102 Dalmatians,G,Adventure,2000,4.9,85000000.0,183611771.0,100.0
Red Planet,PG-13,Action,2000,5.7,80000000.0,33463969.0,106.0
Dungeons & Dragons,PG-13,Action,2000,3.7,45000000.0,33978694.0,107.0
Get Carter,R,Action,2000,5.2,63600000.0,19412993.0,102.0
Wonder Boys,R,Comedy,2000,7.3,55000000.0,33426588.0,107.0
Shaft,R,Action,2000,6.0,46000000.0,107626125.0,99.0
Finding Forrester,PG-13,Drama,2000,7.3,43000000.0,80049764.0,136.0
The Legend of Bagger Vance,PG-13,Drama,2000,6.7,80000000.0,39459427.0,126.0
Titan A.E.,PG,Animation,2000,6.6,75000000.0,36754634.0,94.0
Snow Day,PG,Adventure,2000,5.1,13000000.0,62464731.0,89.0
The Watcher,R,Crime,2000,5.3,30000000.0,47267829.0,97.0
The Skulls,PG-13,Action,2000,5.6,35000000.0,50802120.0,106.0
Romeo Must Die,R,Action,2000,6.1,25000000.0,91036760.0,115.0
Big Momma's House,PG-13,Action,2000,5.2,30000000.0,173959438.0,99.0
Drowning Mona,PG-13,Comedy,2000,5.7,37000000.0,15910104.0,96.0
Chopper,R,Biography,2000,7.2,,238471.0,94.0
Keeping the Faith,PG-13,Comedy,2000,6.4,29000000.0,59945183.0,128.0
Center Stage,PG-13,Drama,2000,6.7,29000000.0,26385941.0,115.0
Dancing at the Blue Iguana,R,Drama,2000,5.7,,122121.0,123.0
Book of Shadows: Blair Witch 2,R,Adventure,2000,4.0,15000000.0,47737094.0,90.0
Rules of Engagement,R,Drama,2000,6.4,60000000.0,71732303.0,128.0
Thirteen Days,PG-13,Drama,2000,7.3,80000000.0,66579890.0,145.0
You Can Count on Me,R,Drama,2000,7.5,1200000.0,11242521.0,111.0
The Kid,PG,Comedy,2000,6.1,65000000.0,110317580.0,104.0
All the Pretty Horses,PG-13,Drama,2000,5.8,57000000.0,18133495.0,116.0
Hanging Up,PG-13,Comedy,2000,4.9,60000000.0,51880044.0,94.0
Yi Yi,Not Rated,Drama,2000,8.2,,1196218.0,173.0
The Dish,PG-13,Comedy,2000,7.2,,16575074.0,101.0
Supernova,PG-13,Horror,2000,4.9,90000000.0,14828081.0,90.0
Loser,PG-13,Comedy,2000,5.3,20000000.0,18404706.0,98.0
Down to You,PG-13,Comedy,2000,5.0,11000000.0,24419914.0,91.0
The Way of the Gun,R,Action,2000,6.7,8500000.0,13200972.0,119.0
The Adventures of Rocky & Bullwinkle,PG,Animation,2000,4.2,76000000.0,35134820.0,92.0
Cecil B. Demented,R,Comedy,2000,6.2,10000000.0,1961544.0,87.0
Nutty Professor II: the Klumps,PG-13,Comedy,2000,4.4,84000000.0,166339890.0,106.0
The Crimson Rivers,R,Crime,2000,6.9,14000000.0,60103680.0,106.0
Proof of Life,R,Action,2000,6.3,65000000.0,62761005.0,135.0
Bamboozled,R,Comedy,2000,6.6,10000000.0,2463650.0,135.0
Shadow of the Vampire,R,Drama,2000,6.9,8000000.0,11155214.0,92.0
Thomas and the Magic Railroad,G,Adventure,2000,4.2,19000000.0,19748009.0,85.0
Tigerland,R,Drama,2000,7.0,10000000.0,148701.0,101.0
Return to Me,PG,Comedy,2000,6.9,24000000.0,36609995.0,115.0
Boys and Girls,PG-13,Comedy,2000,5.4,35000000.0,25850615.0,94.0
Whatever It Takes,PG-13,Comedy,2000,5.5,32000000.0,9902115.0,94.0
Chuck & Buck,R,Comedy,2000,6.6,250000.0,1182065.0,96.0
Autumn in New York,PG-13,Drama,2000,5.6,65000000.0,90726668.0,103.0
Pollock,R,Biography,2000,7.0,6000000.0,10994533.0,122.0
The Art of War,R,Action,2000,5.7,60000000.0,40400425.0,117.0
Before Night Falls,R,Biography,2000,7.2,,8601053.0,133.0
