name,rating,genre,year,score,budget,gross,runtime
Screwballs,R,Comedy,1983,4.7,800000.0,2082215.0,80.0
Brainstorm,PG,Sci-Fi,1983,6.4,15000000.0,10219460.0,106.0
The Man with Two Brains,R,Comedy,1983,6.4,,10353438.0,93.0
Angel,R,Action,1983,5.7,3000000.0,17488564.0,94.0
10 to Midnight,R,Crime,1983,6.3,4520000.0,7175592.0,101.0
Uncommon Valor,R,Action,1983,6.4,14500000.0,30503151.0,105.0
Doctor Detroit,R,Comedy,1983,5.2,,10375893.0,89.0
Mortuary,R,Horror,1983,5.2,250000.0,4319001.0,93.0
Stroker Ace,PG,Action,1983,4.9,,13000000.0,96.0
Sahara,PG,Adventure,1983,5.0,25000000.0,1402962.0,111.0
Two of a Kind,PG,Comedy,1983,4.7,14000000.0,23646952.0,88.0
Chained Heat,R,Action,1983,5.0,1250000.0,6149983.0,95.0
Spacehunter: Adventures in the Forbidden Zone,PG,Action,1983,5.5,14400000.0,16478265.0,90.0
High Road to China,PG,Adventure,1983,6.1,19000000.0,28445927.0,105.0
Never Cry Wolf,PG,Adventure,1983,7.5,,29600000.0,105.0
The Pirates of Penzance,G,Comedy,1983,7.1,,694497.0,112.0
Rock & Rule,PG,Animation,1983,6.5,8000000.0,30379.0,77.0
Hercules,PG,Adventure,1983,4.0,2500000.0,10676194.0,98.0
Educating Rita,PG,Comedy,1983,7.2,,14648076.0,110.0
A Night in Heaven,R,Drama,1983,4.3,,5563663.0,83.0
Under Fire,R,Drama,1983,7.0,9500000.0,5696391.0,128.0
Amityville 3-D,PG,Horror,1983,4.1,6000000.0,6333135.0,105.0
Testament,PG,Drama,1983,7.0,,2044892.0,90.0
The Osterman Weekend,R,Action,1983,5.9,6500000.0,6486797.0,103.0
Revenge of the Ninja,R,Action,1983,6.1,700000.0,13168027.0,90.0
Zelig,PG,Comedy,1983,7.7,,11798616.0,79.0
Independence Day,R,Drama,1983,6.5,,,110.0
Escape from the Bronx,R,Action,1983,4.6,,,89.0
To Be or Not to Be,PG,Comedy,1983,6.8,9000000.0,13030214.0,107.0
Eureka,R,Drama,1983,6.0,,123572.0,130.0
The Wicked Lady,R,Adventure,1983,4.7,8000000.0,724912.0,98.0
Still Smokin,R,Comedy,1983,5.6,,15543710.0,91.0
"Yor, the Hunter from the Future",PG,Action,1983,4.4,,2810199.0,88.0
Of Unknown Origin,R,Horror,1983,6.1,4000000.0,1080470.0,88.0
Curse of the Pink Panther,PG,Comedy,1983,4.3,11000000.0,4491986.0,109.0
D.C. Cab,R,Action,1983,5.5,8000000.0,16134627.0,100.0
Beyond the Limit,R,Drama,1983,5.7,11800000.0,5997566.0,104.0
The Survivors,R,Comedy,1983,5.8,12000000.0,14000000.0,103.0
The Lonely Lady,R,Drama,1983,3.0,5000000.0,1223200.0,92.0
The Star Chamber,R,Crime,1983,6.3,,5555305.0,109.0
The Dresser,PG,Drama,1983,7.6,,5310748.0,118.0
The Lords of Discipline,R,Thriller,1983,6.6,,11787127.0,102.0
Cross Creek,PG,Biography,1983,7.0,,,127.0
The Man Who Loved Women,R,Comedy,1983,5.3,19000000.0,10964740.0,110.0
Nightmares,R,Horror,1983,5.8,6000000.0,6670680.0,99.0
Deal of the Century,PG,Comedy,1983,4.6,10000000.0,10369581.0,99.0
Eddie Macon's Run,PG,Action,1983,5.7,5000000.0,1262691.0,95.0
Max Dugan Returns,PG,Comedy,1983,6.6,,17613720.0,98.0
The Sting II,PG,Comedy,1983,4.9,,6347072.0,101.0
Baby It's You,R,Comedy,1983,6.3,3000000.0,1867792.0,105.0
Heat and Dust,R,Drama,1983,6.6,,1772889.0,130.0
Going Berserk,R,Comedy,1983,5.2,,,85.0
Daniel,R,Drama,1983,6.6,,687475.0,130.0
Heart Like a Wheel,PG,Biography,1983,6.7,,272278.0,113.0
Love Letters,R,Drama,1983,5.9,550000.0,5269990.0,88.0
Get Crazy,R,Comedy,1983,6.7,5500000.0,1645711.0,92.0
Nate and Hayes,PG,Action,1983,6.2,12000000.0,1963756.0,99.0
Strange Invaders,PG,Horror,1983,5.5,,1362303.0,94.0
The Black Stallion Returns,PG,Adventure,1983,6.0,,12049514.0,103.0
Metalstorm: the Destruction of Jared-Syn,PG,Action,1983,3.8,,5301085.0,84.0
Getting It on,R,Comedy,1983,3.7,220000.0,975414.0,96.0
Lianna,R,Drama,1983,6.8,300000.0,1530839.0,110.0
Better Late Than Never,PG,Comedy,1983,5.8,,,89.0
Lovesick,PG,Comedy,1983,5.2,10100000.0,10171304.0,95.0
Running Brave,PG,Biography,1983,6.7,8000000.0,3000000.0,106.0
Exposed,R,Drama,1983,5.1,,1818910.0,100.0
Trenchcoat,PG,Comedy,1983,5.3,5000000.0,4304286.0,91.0
Stryker,R,Action,1983,4.3,,1723487.0,86.0
The Man Who Wasn't There,R,Action,1983,3.8,,2443487.0,111.0
Table for Five,PG,Drama,1983,6.1,,2439705.0,122.0
Romantic Comedy,PG,Comedy,1983,5.2,,6857733.0,103.0
Young Warriors,R,Action,1983,4.7,,,105.0
"Man, Woman and Child",PG,Drama,1983,6.1,,2314561.0,99.0
Hanna K.,R,Drama,1983,6.3,,,111.0
Slayground,R,Crime,1983,4.9,,108128.0,89.0
White Star,,Drama,1983,6.0,100000.0,,92.0
Richard Pryor... Here and Now,R,Comedy,1983,7.3,,16156776.0,83.0
Deadly Force,R,Action,1983,4.9,3000000.0,,95.0
My Brother's Wedding,Not Rated,Drama,1983,7.2,50000.0,26177.0,115.0
Blue Skies Again,PG,Comedy,1983,5.4,,,96.0
Last Plane Out,PG,Action,1983,4.5,,,92.0
Cross Country,R,Thriller,1983,5.4,2500000.0,,95.0
A Polish Vampire in Burbank,Not Rated,Comedy,1983,5.0,3000.0,,80.0
Forever Young,Not Rated,Drama,1983,6.7,,,84.0
The Golden Seal,PG,Drama,1983,5.3,,6666725.0,94.0
The Business of Show Business,,History,1983,8.3,323562.0,,55.0
The Terminator,R,Action,1984,8.0,6400000.0,78371200.0,107.0
Dune,PG-13,Action,1984,6.5,40000000.0,30925690.0,137.0
Ghostbusters,PG,Action,1984,7.8,30000000.0,296187079.0,105.0
The Karate Kid,PG,Action,1984,7.3,8000000.0,91119319.0,126.0
Once Upon a Time in America,R,Crime,1984,8.4,30000000.0,5473212.0,229.0
Police Academy,R,Comedy,1984,6.7,4500000.0,81198894.0,96.0
Indiana Jones and the Temple of Doom,PG,Action,1984,7.5,28000000.0,333107271.0,118.0
Body Double,R,Crime,1984,6.8,10000000.0,8801940.0,114.0
A Nightmare on Elm Street,R,Horror,1984,7.5,1800000.0,25507137.0,91.0
Amadeus,PG,Biography,1984,8.3,18000000.0,52066791.0,160.0
Beverly Hills Cop,R,Action,1984,7.3,14000000.0,316360478.0,105.0
Red Dawn,PG-13,Action,1984,6.4,17000000.0,38376497.0,114.0
The NeverEnding Story,PG,Adventure,1984,7.4,27000000.0,20251411.0,102.0
Footloose,PG,Drama,1984,6.6,8200000.0,80039064.0,107.0
Revenge of the Nerds,R,Comedy,1984,6.6,8000000.0,40874452.0,90.0
Gremlins,PG,Comedy,1984,7.3,11000000.0,153633143.0,106.0
Romancing the Stone,PG,Action,1984,6.9,10000000.0,86572238.0,106.0
Streets of Fire,PG,Action,1984,6.7,14500000.0,8089290.0,93.0
Sixteen Candles,PG,Comedy,1984,7.0,6500000.0,23686027.0,93.0
"Paris, Texas",R,Drama,1984,8.1,,2207548.0,145.0
This Is Spinal Tap,R,Comedy,1984,7.9,2500000.0,4736202.0,82.0
1984,R,Drama,1984,7.1,,8430492.0,113.0
Top Secret!,PG,Comedy,1984,7.2,9000000.0,20458340.0,90.0
Conan the Destroyer,PG,Action,1984,5.9,18000000.0,31042035.0,103.0
Children of the Corn,R,Horror,1984,5.6,800000.0,14568989.0,92.0
The Last Starfighter,PG,Action,1984,6.8,15000000.0,28733290.0,101.0
Splash,PG,Comedy,1984,6.3,8000000.0,69821334.0,111.0
Blood Simple,R,Crime,1984,7.6,1500000.0,4228292.0,99.0
The Natural,PG,Drama,1984,7.5,28000000.0,47951979.0,138.0
Bachelor Party,R,Comedy,1984,6.3,5000000.0,38435947.0,105.0
Nausicaä of the Valley of the Wind,,Animation,1984,8.1,1000000.0,8736506.0,117.0
Friday the 13th: the Final Chapter,R,Horror,1984,6.0,2600000.0,32980880.0,91.0
Hardbodies,R,Comedy,1984,4.9,,7121719.0,88.0
Against All Odds,R,Action,1984,5.9,13000000.0,21689062.0,128.0
Supergirl,PG,Action,1984,4.4,35000000.0,14296438.0,124.0
The Bounty,PG,Adventure,1984,7.0,25000000.0,8613462.0,132.0
Firestarter,R,Action,1984,6.1,15000000.0,17080167.0,114.0
C.H.U.D.,R,Horror,1984,5.6,1250000.0,4654423.0,88.0
The Woman in Red,PG-13,Comedy,1984,6.0,9000000.0,25348610.0,87.0
Runaway,PG-13,Action,1984,5.9,,6770587.0,99.0
The Adventures of Buckaroo Banzai Across the 8th Dimension,PG,Adventure,1984,6.4,,6254148.0,103.0
Star Trek III: The Search for Spock,PG,Action,1984,6.7,17000000.0,76471046.0,105.0
Repo Man,R,Action,1984,6.9,1500000.0,129000.0,92.0
2010: the Year We Make Contact,PG,Adventure,1984,6.8,28000000.0,40400657.0,116.0
The Killing Fields,R,Biography,1984,7.8,14400000.0,34700291.0,141.0
The Cotton Club,R,Crime,1984,6.5,58000000.0,25928721.0,127.0
Starman,PG,Romance,1984,7.0,22000000.0,28744356.0,115.0
Night of the Comet,PG-13,Comedy,1984,6.4,700000.0,14418922.0,95.0
Blame It on Rio,R,Comedy,1984,5.8,,18644570.0,100.0
Dreamscape,PG-13,Action,1984,6.3,,12145169.0,99.0
Crimes of Passion,R,Drama,1984,6.4,,2912945.0,107.0
The Philadelphia Experiment,PG,Adventure,1984,6.1,21000000.0,8103330.0,102.0
Places in the Heart,PG,Drama,1984,7.4,,34901614.0,111.0
Bolero,R,Comedy,1984,3.0,7000000.0,8914881.0,105.0
Cannonball Run II,PG,Action,1984,5.1,20000000.0,28078073.0,108.0
Stranger Than Paradise,R,Comedy,1984,7.5,90000.0,2436000.0,89.0
The Ice Pirates,PG,Action,1984,5.7,9000000.0,14255801.0,91.0
A Passage to India,PG,Adventure,1984,7.3,16000000.0,27201487.0,164.0
Purple Rain,R,Drama,1984,6.5,7200000.0,70263155.0,111.0
The Hotel New Hampshire,R,Comedy,1984,6.0,7500000.0,5142858.0,109.0
The Hit,R,Crime,1984,7.1,,876775.0,98.0
Sheena,PG,Adventure,1984,4.9,25000000.0,5778353.0,117.0
Missing in Action,R,Action,1984,5.5,2550000.0,22812411.0,101.0
"Greystoke: The Legend of Tarzan, Lord of the Apes",PG,Adventure,1984,6.4,30000000.0,45858563.0,143.0
The Muppets Take Manhattan,G,Adventure,1984,6.9,,25534703.0,94.0
The Wild Life,R,Comedy,1984,6.1,,11020375.0,96.0
Falling in Love,PG-13,Drama,1984,6.5,12000000.0,11129057.0,106.0
Gwendoline,R,Action,1984,5.3,,1337274.0,87.0
Breakin',PG,Comedy,1984,5.8,,38682707.0,90.0
Birdy,R,Drama,1984,7.3,12000000.0,1455045.0,120.0
The Company of Wolves,R,Drama,1984,6.7,2000000.0,4389334.0,95.0
Ghoulies,PG-13,Comedy,1984,4.2,5500000.0,,81.0
Electric Dreams,PG,Comedy,1984,6.5,,2193612.0,95.0
Cloak & Dagger,PG,Action,1984,6.6,,,101.0
Racing with the Moon,PG,Comedy,1984,6.7,6500000.0,6045647.0,108.0
"Silent Night, Deadly Night",R,Horror,1984,5.9,1065000.0,2491460.0,79.0
The Pope of Greenwich Village,R,Action,1984,6.7,8000000.0,6836201.0,121.0
All of Me,PG,Comedy,1984,6.7,,36403064.0,93.0
"Grandview, U.S.A.",R,Drama,1984,5.4,,4743119.0,97.0
Where the Boys Are,R,Comedy,1984,4.1,,10530000.0,94.0
Reckless,R,Comedy,1984,6.3,,8289916.0,90.0
Tightrope,R,Crime,1984,6.3,,48143579.0,114.0
Rhinestone,PG,Comedy,1984,3.9,28000000.0,21435321.0,111.0
The Flamingo Kid,PG-13,Comedy,1984,6.2,,23859382.0,100.0
Up the Creek,R,Comedy,1984,5.6,,11708269.0,96.0
Swing Shift,PG,Drama,1984,5.9,15000000.0,6650206.0,100.0
Beat Street,PG,Drama,1984,6.5,9500000.0,16595791.0,105.0
Joy of Sex,R,Comedy,1984,3.7,,4463841.0,93.0
Breakin' 2: Electric Boogaloo,PG,Comedy,1984,5.1,,15101131.0,94.0
The Razor's Edge,PG-13,Drama,1984,6.6,13000000.0,6551987.0,128.0
Tank,PG,Action,1984,5.8,,11302884.0,113.0
Moscow on the Hudson,R,Comedy,1984,6.5,13000000.0,25068724.0,115.0
Ninja III: The Domination,R,Action,1984,5.4,,7610785.0,92.0
The Warrior and the Sorceress,R,Adventure,1984,4.3,,2886225.0,81.0
The Evil That Men Do,R,Action,1984,6.0,4600000.0,13102025.0,90.0
Firstborn,R,Drama,1984,6.2,8000000.0,6250994.0,103.0
Cut and Run,R,Adventure,1984,5.7,,,90.0
Teachers,R,Comedy,1984,6.1,9000000.0,27774237.0,107.0
Repentance,PG,Drama,1984,8.3,,,153.0
The River,PG-13,Drama,1984,6.3,18000000.0,11489982.0,124.0
Razorback,R,Horror,1984,6.0,,150463.0,95.0
A Soldier's Story,PG,Crime,1984,7.2,6000000.0,21821347.0,101.0
Comfort and Joy,PG,Comedy,1984,6.7,,1057368.0,106.0
Meatballs Part II,PG,Comedy,1984,3.7,,5410972.0,87.0
Lassiter,R,Action,1984,5.9,,17513452.0,100.0
Irreconcilable Differences,PG,Comedy,1984,5.8,6000000.0,12414210.0,113.0
City Heat,PG,Action,1984,5.5,25000000.0,38348988.0,93.0
Under the Volcano,R,Drama,1984,7.0,,2556800.0,112.0
Iceman,PG,Drama,1984,6.1,,7343032.0,100.0
Flashpoint,R,Action,1984,6.4,10000000.0,3854833.0,93.0
The Little Drummer Girl,R,Drama,1984,6.1,,7828841.0,130.0
Lust in the Dust,R,Comedy,1984,6.4,3000000.0,727639.0,84.0
Hot Moves,R,Comedy,1984,4.8,,2732684.0,85.0
Oxford Blues,PG-13,Comedy,1984,5.3,,8793152.0,97.0
Thief of Hearts,Not Rated,Crime,1984,5.8,9000000.0,10435015.0,100.0
The Brother from Another Planet,R,Comedy,1984,6.8,350000.0,3677209.0,108.0
No Small Affair,R,Comedy,1984,5.5,,4994094.0,102.0
Broadway Danny Rose,PG,Comedy,1984,7.4,8000000.0,10600497.0,84.0
Best Defense,R,Comedy,1984,3.8,18000000.0,19265302.0,94.0
Micki + Maude,PG-13,Comedy,1984,6.0,15100000.0,26080861.0,118.0
Protocol,PG,Comedy,1984,5.5,12000000.0,26186631.0,96.0
Exterminator 2,R,Action,1984,4.5,,3739406.0,89.0
American Dreamer,PG,Comedy,1984,6.6,,5021751.0,105.0
The Lonely Guy,R,Comedy,1984,6.3,,5718573.0,90.0
Choose Me,R,Comedy,1984,6.8,700000.0,2490233.0,106.0
Making the Grade,R,Comedy,1984,5.7,,4561346.0,105.0
Full Moon in Paris,R,Comedy,1984,7.4,,15726.0,101.0
Unfaithfully Yours,PG,Comedy,1984,6.0,12000000.0,19928200.0,96.0
Impulse,R,Horror,1984,5.9,10000000.0,2773433.0,91.0
Mrs. Soffel,PG-13,Drama,1984,6.1,11000000.0,4385312.0,110.0
Garbo Talks,PG-13,Comedy,1984,6.4,,1493782.0,103.0
Country,PG,Drama,1984,6.7,,9640000.0,105.0
Cheech & Chong's the Corsican Brothers,PG,Comedy,1984,4.7,,3772785.0,82.0
Purple Hearts,R,Drama,1984,5.8,,2075282.0,116.0
Give My Regards to Broad Street,PG,Drama,1984,5.2,9000000.0,1393501.0,108.0
Songwriter,R,Drama,1984,6.3,,865915.0,94.0
Finders Keepers,R,Comedy,1984,5.4,7000000.0,1467396.0,96.0
The Bostonians,Not Rated,Drama,1984,6.3,,1009700.0,122.0
Body Rock,PG-13,Drama,1984,3.7,,1689501.0,93.0
The River Rat,PG,Adventure,1984,6.3,,1142944.0,93.0
Just the Way You Are,PG,Comedy,1984,5.9,,7889694.0,94.0
Until September,R,Drama,1984,5.7,,4239154.0,95.0
Crackers,PG,Adventure,1984,5.2,12000000.0,129268.0,91.0
Kaos,R,Comedy,1984,7.9,,,187.0
Misunderstood,PG,Drama,1984,6.0,,1525532.0,91.0
Mike's Murder,R,Drama,1984,5.8,6300000.0,1059966.0,109.0
The Buddy System,PG,Drama,1984,5.7,,1820049.0,110.0
A Private Function,R,Comedy,1984,6.5,,2527088.0,92.0
Scandalous,PG,Comedy,1984,4.5,,526805.0,92.0
"Oh, God! You Devil",PG,Comedy,1984,5.4,,21538850.0,97.0
The Bay Boy,R,Drama,1984,6.3,,162364.0,107.0
Heavenly Bodies,R,Drama,1984,5.2,,1839623.0,90.0
Heartbreakers,R,Drama,1984,5.9,,148750.0,98.0
Champions,PG,Biography,1984,6.5,,200498.0,106.0
A Sunday in the Country,G,Drama,1984,7.6,,2411143.0,90.0
Mass Appeal,PG,Drama,1984,6.6,,1945658.0,99.0
Windy City,R,Drama,1984,5.8,,343890.0,103.0
Lovelines,R,Comedy,1984,5.3,,,93.0
The Bear,PG,Biography,1984,6.1,221000.0,2687148.0,110.0
Weekend Pass,R,Comedy,1984,3.8,,21058033.0,88.0
Over the Brooklyn Bridge,R,Comedy,1984,5.7,,837914.0,108.0
Fast Talking,Not Rated,Drama,1984,6.9,,,95.0
Lily in Love,PG-13,Comedy,1984,5.7,,,90.0
Winter Flight,,Drama,1984,7.3,,2729.0,89.0
Almost You,R,Comedy,1984,5.1,1000000.0,95000.0,96.0
The Adventures of Pinocchio,Not Rated,Animation,1984,5.1,,,98.0
Blame It on the Night,PG-13,Comedy,1984,5.1,,,85.0
Petit Con,R,Comedy,1984,6.2,,127426.0,90.0
Weird Science,PG-13,Comedy,1985,6.6,7500000.0,38934048.0,94.0
The Goonies,PG,Adventure,1985,7.8,19000000.0,63980721.0,114.0
Back to the Future,PG,Adventure,1985,8.5,19000000.0,381906762.0,116.0
To Live and Die in L.A.,R,Action,1985,7.3,6000000.0,17307019.0,116.0
Clue,PG,Comedy,1985,7.3,15000000.0,14643997.0,94.0
The Breakfast Club,R,Comedy,1985,7.8,1000000.0,51525171.0,97.0
Cocoon,PG-13,Comedy,1985,6.7,17500000.0,85313124.0,117.0
Rambo: First Blood Part II,R,Action,1985,6.5,44000000.0,300400432.0,96.0
Mask,PG-13,Biography,1985,7.2,8000000.0,48230162.0,120.0
Legend,PG,Adventure,1985,6.4,24500000.0,15502112.0,94.0
The Return of the Living Dead,R,Comedy,1985,7.3,4000000.0,14237880.0,91.0
St. Elmo's Fire,R,Drama,1985,6.4,10000000.0,37803872.0,110.0
Brazil,R,Drama,1985,7.9,15000000.0,9949953.0,132.0
Pale Rider,R,Drama,1985,7.3,6900000.0,41410568.0,115.0
Teen Wolf,PG,Comedy,1985,6.1,,33086611.0,91.0
Real Genius,PG,Comedy,1985,7.0,8000000.0,12952019.0,108.0
Commando,R,Action,1985,6.7,10000000.0,57491000.0,90.0
Witness,R,Crime,1985,7.4,12000000.0,68706993.0,112.0
The Color Purple,PG-13,Drama,1985,7.8,15000000.0,98467863.0,154.0
Silverado,PG-13,Action,1985,7.2,26000000.0,32192570.0,133.0
Rocky IV,PG,Drama,1985,6.9,30000000.0,300473716.0,91.0
Better Off Dead...,PG,Comedy,1985,7.1,,10297601.0,97.0
Ran,R,Action,1985,8.2,11500000.0,4164283.0,162.0
Ladyhawke,PG-13,Adventure,1985,7.0,20000000.0,18432000.0,121.0
A Room with a View,Not Rated,Drama,1985,7.3,3000000.0,21041453.0,117.0
Red Sonja,PG-13,Action,1985,5.1,17900000.0,6951415.0,89.0
Fright Night,R,Fantasy,1985,7.1,9000000.0,24922237.0,106.0
Explorers,PG,Adventure,1985,6.5,25000000.0,9873044.0,109.0
Flesh+Blood,R,Adventure,1985,6.7,6500000.0,,126.0
Mad Max Beyond Thunderdome,PG-13,Action,1985,6.3,10000000.0,36230219.0,107.0
After Hours,R,Comedy,1985,7.7,4500000.0,10609321.0,97.0
A View to a Kill,PG,Action,1985,6.3,30000000.0,50327960.0,131.0
Fletch,PG,Comedy,1985,6.9,8000000.0,59612888.0,98.0
Perfect,R,Drama,1985,4.5,19000000.0,12918858.0,115.0
A Nightmare on Elm Street 2: Freddy's Revenge,R,Horror,1985,5.5,3000000.0,29999213.0,87.0
Summer Rental,PG,Comedy,1985,6.3,,24689703.0,87.0
Lifeforce,R,Action,1985,6.2,25000000.0,11603545.0,101.0
Pee-wee's Big Adventure,PG,Adventure,1985,7.0,6000000.0,40940662.0,91.0
Out of Africa,PG,Biography,1985,7.2,31000000.0,227514205.0,161.0
Day of the Dead,Not Rated,Horror,1985,7.1,3500000.0,5000000.0,101.0
Just One of the Guys,PG-13,Comedy,1985,6.5,,11528900.0,100.0
National Lampoon's European Vacation,PG-13,Adventure,1985,6.2,17000000.0,49364621.0,95.0
Spies Like Us,PG,Adventure,1985,6.4,22000000.0,60088980.0,102.0
House,R,Comedy,1985,6.2,3000000.0,19444631.0,93.0
Police Academy 2: Their First Assignment,PG-13,Comedy,1985,5.8,7600000.0,55600000.0,87.0
The Black Cauldron,PG,Animation,1985,6.4,44000000.0,21288692.0,80.0
Friday the 13th: A New Beginning,R,Horror,1985,4.8,2200000.0,21930418.0,92.0
Runaway Train,R,Action,1985,7.2,9000000.0,7683620.0,111.0
Re-Animator,Unrated,Comedy,1985,7.2,900000.0,2023414.0,104.0
Brewster's Millions,PG,Comedy,1985,6.5,20000000.0,45833132.0,102.0
The Last Dragon,PG-13,Action,1985,6.9,10000000.0,25754284.0,109.0
The Legend of Billie Jean,PG-13,Action,1985,6.6,,3099497.0,96.0
Desperately Seeking Susan,PG-13,Comedy,1985,6.0,4500000.0,27398584.0,104.0
Girls Just Want to Have Fun,PG,Comedy,1985,6.0,,6326051.0,90.0
Vision Quest,R,Drama,1985,6.6,,12993175.0,107.0
Jagged Edge,R,Drama,1985,6.5,15000000.0,40491165.0,108.0
Enemy Mine,PG-13,Action,1985,6.9,40000000.0,12303411.0,108.0
Tuff Turf,R,Action,1985,6.1,,9369329.0,112.0
Volunteers,R,Adventure,1985,5.5,,19875740.0,107.0
The Jewel of the Nile,PG,Action,1985,6.1,25000000.0,96773200.0,106.0
Once Bitten,PG-13,Comedy,1985,5.5,3200000.0,10000000.0,94.0
Private Resort,R,Comedy,1985,5.3,,331816.0,82.0
Police Story,PG-13,Action,1985,7.6,,113164.0,100.0
Into the Night,R,Action,1985,6.5,8000000.0,7562164.0,115.0
The Sure Thing,PG-13,Comedy,1985,7.0,4500000.0,18135531.0,95.0
White Nights,PG-13,Drama,1985,6.7,20000000.0,42160849.0,136.0
Mischief,R,Comedy,1985,6.5,,8692426.0,97.0
Silver Bullet,R,Horror,1985,6.4,7000000.0,12361866.0,95.0
Kiss of the Spider Woman,R,Drama,1985,7.4,,17009654.0,120.0
My Beautiful Laundrette,R,Comedy,1985,6.9,,2455535.0,97.0
Young Sherlock Holmes,PG-13,Adventure,1985,6.8,18000000.0,19739575.0,109.0
Smooth Talk,PG-13,Drama,1985,6.5,2400000.0,16785.0,92.0
Porky's Revenge,R,Comedy,1985,4.8,9000000.0,20518905.0,92.0
Year of the Dragon,R,Action,1985,6.9,24000000.0,18707466.0,134.0
Prizzi's Honor,R,Comedy,1985,6.7,,26657534.0,130.0
The Quiet Earth,R,Drama,1985,6.8,1000000.0,2123135.0,91.0
Tampopo,Not Rated,Comedy,1985,8.0,,444213.0,114.0
Creature,R,Horror,1985,4.3,750000.0,,97.0
Secret Admirer,R,Comedy,1985,6.6,,8622757.0,90.0
"No Retreat, No Surrender",PG,Action,1985,5.7,,4662137.0,85.0
D.A.R.Y.L.,PG,Family,1985,6.3,,7840873.0,99.0
Mishima: A Life in Four Chapters,R,Biography,1985,8.0,5000000.0,569996.0,120.0
A Chorus Line,PG-13,Drama,1985,6.2,27000000.0,14202899.0,113.0
Cat's Eye,PG-13,Comedy,1985,6.3,7000000.0,13086298.0,94.0
Murphy's Romance,PG-13,Comedy,1985,7.0,13000000.0,30867525.0,107.0
Heaven Help Us,R,Comedy,1985,6.9,,6070794.0,104.0
American Flyers,PG-13,Drama,1985,6.5,,1420355.0,113.0
The Journey of Natty Gann,PG,Adventure,1985,7.0,,9708373.0,101.0
Trouble in Mind,R,Comedy,1985,6.5,,19632.0,111.0
Fandango,PG,Comedy,1985,6.7,7000000.0,91666.0,91.0
Gotcha!,PG-13,Action,1985,6.2,,10806919.0,101.0
Death Wish 3,R,Action,1985,5.9,9000000.0,16116878.0,92.0
King Solomon's Mines,PG-13,Action,1985,5.2,12500000.0,15057465.0,100.0
American Warrior,R,Action,1985,5.5,1000000.0,10499694.0,95.0
The Emerald Forest,R,Action,1985,6.9,,24468550.0,114.0
The Holcroft Covenant,R,Action,1985,5.7,,393825.0,112.0
The Falcon and the Snowman,R,Biography,1985,6.8,12000000.0,17130087.0,131.0
Transylvania 6-5000,PG,Comedy,1985,5.0,3000000.0,7196872.0,93.0
Desert Hearts,R,Drama,1985,7.0,1250000.0,2492088.0,91.0
The Heavenly Kid,PG-13,Comedy,1985,6.3,,3852271.0,90.0
The Purple Rose of Cairo,PG,Comedy,1985,7.7,15000000.0,10631333.0,82.0
The Man with One Red Shoe,PG,Comedy,1985,5.7,16000000.0,8645411.0,92.0
My Life as a Dog,Unrated,Drama,1985,7.6,,8349284.0,101.0
My Science Project,PG,Action,1985,6.0,,4122748.0,94.0
Seven Minutes in Heaven,PG-13,Comedy,1985,6.1,,,88.0
Fraternity Vacation,R,Comedy,1985,5.3,,3333306.0,94.0
The New Kids,R,Crime,1985,6.1,,199108.0,110.0
Tomboy,R,Comedy,1985,4.7,,14100000.0,91.0
Invasion U.S.A.,R,Action,1985,5.5,10000000.0,17536256.0,107.0
Revolution,PG,Adventure,1985,5.3,28000000.0,358574.0,126.0
Lost in America,R,Comedy,1985,7.0,,10179000.0,91.0
Subway,R,Thriller,1985,6.6,,390659.0,104.0
Moving Violations,PG-13,Comedy,1985,5.7,,10627754.0,90.0
Nomads,R,Horror,1985,5.3,,2278264.0,91.0
Fool for Love,R,Drama,1985,6.1,,836156.0,106.0
Baby: Secret of the Lost Legend,PG,Adventure,1985,5.1,,14972297.0,95.0
Code of Silence,R,Action,1985,6.1,7000000.0,20345361.0,101.0
Crimewave,PG-13,Comedy,1985,5.7,3000000.0,5101.0,83.0
Gymkata,R,Action,1985,4.4,,5730596.0,90.0
Sweet Dreams,PG-13,Biography,1985,7.1,,9085049.0,115.0
The Slugger's Wife,PG-13,Comedy,1985,4.5,,1878561.0,105.0
Avenging Angel,R,Action,1985,4.8,,5622787.0,93.0
Santa Claus: The Movie,PG,Adventure,1985,6.3,50000000.0,23717291.0,107.0
That Was Then... This Is Now,R,Crime,1985,6.2,,8630068.0,102.0
Agnes of God,PG-13,Drama,1985,6.6,10000000.0,25627836.0,98.0
Rustlers' Rhapsody,PG,Comedy,1985,6.5,,6090497.0,88.0
The Adventures of Mark Twain,G,Animation,1985,7.4,,849915.0,86.0
Stick,R,Action,1985,5.7,22000000.0,8489518.0,109.0
The Bride,PG-13,Fantasy,1985,5.3,13000000.0,3558669.0,118.0
Morons from Outer Space,PG-13,Comedy,1985,4.5,,441137.0,90.0
Godzilla 1985,PG,Action,1985,6.2,2000000.0,4116395.0,87.0
Plenty,R,Drama,1985,6.0,10000000.0,6148000.0,121.0
King David,PG-13,Adventure,1985,5.3,22000000.0,5111099.0,114.0
The Trip to Bountiful,PG,Drama,1985,7.5,,7491903.0,108.0
Missing in Action 2: The Beginning,R,Action,1985,5.3,2410000.0,10755447.0,100.0
The Protector,R,Action,1985,5.7,5000000.0,981817.0,91.0
